OTU,Kingdom,Phylum,Class,Order,Family,Genus
taxa_OTU_985,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_986,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_987,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_988,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_989,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_990,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_991,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_992,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_993,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_994,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_995,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella
taxa_OTU_996,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_997,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_998,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_999,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1000,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1001,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1002,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1003,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1004,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1005,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1006,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_1007,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1008,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1009,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1010,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1011,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1012,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1013,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1014,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1015,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_1016,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1017,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
taxa_OTU_1018,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1019,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1020,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1021,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1022,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1023,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1024,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1025,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1026,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1027,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
taxa_OTU_1028,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1029,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_1030,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1031,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1032,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1033,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1034,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1035,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1036,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1037,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1038,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1039,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1040,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1041,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1042,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
taxa_OTU_1043,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1044,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1045,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1046,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1047,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_1048,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1049,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1050,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1051,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1052,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira
taxa_OTU_1053,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1054,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1055,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1056,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1057,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1058,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1059,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1060,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1061,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1062,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1063,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1064,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1065,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1066,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1067,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1068,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1069,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium
taxa_OTU_1070,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1071,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1072,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1073,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1074,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1075,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1076,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1077,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
taxa_OTU_1078,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1079,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
taxa_OTU_1080,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1081,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1082,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
taxa_OTU_1083,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_1084,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1085,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1086,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1087,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
taxa_OTU_1088,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1089,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1090,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1091,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1092,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger
taxa_OTU_1093,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1094,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
taxa_OTU_1095,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1096,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1097,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1098,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1099,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1100,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1101,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium
taxa_OTU_1102,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1103,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
taxa_OTU_1104,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1105,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1106,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1107,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1108,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1109,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_1110,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1111,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1112,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1113,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1114,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1115,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1116,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1117,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1118,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1119,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1120,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1121,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1122,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1123,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1124,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1125,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1126,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1127,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1128,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1129,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1130,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_1131,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1132,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1133,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1134,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1135,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
taxa_OTU_1136,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1137,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1138,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1139,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1140,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1141,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1142,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1143,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1144,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1145,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
taxa_OTU_1146,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1147,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1148,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1149,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1150,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1151,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1152,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1153,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
taxa_OTU_1154,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1155,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1156,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
taxa_OTU_1157,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1159,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1160,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1161,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1163,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1166,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
taxa_OTU_1167,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1168,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1169,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1170,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1171,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1172,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1173,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
taxa_OTU_1174,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_1175,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1176,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1177,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1178,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1179,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1180,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1181,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1182,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
taxa_OTU_1183,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Aestuariispira
taxa_OTU_1184,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1185,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1186,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_1187,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1188,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1189,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1190,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1191,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1192,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1193,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1194,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1195,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1196,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_1197,Bacteria,Firmicutes,Clostridia,NA,NA,NA
taxa_OTU_1198,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
taxa_OTU_1199,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_1200,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1201,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1202,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1203,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1205,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1206,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1207,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1208,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1209,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella
taxa_OTU_1210,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1211,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1212,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1213,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
taxa_OTU_1214,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1215,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1216,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1217,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1218,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_1219,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1220,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1221,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1222,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1223,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1224,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1225,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1226,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1227,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1228,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
taxa_OTU_1229,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1230,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1231,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1232,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1233,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1234,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1235,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1236,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1237,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1238,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1240,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1241,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1242,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1243,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1244,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1245,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
taxa_OTU_1246,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
taxa_OTU_1247,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1248,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1249,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1251,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1252,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1253,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1254,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1255,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1256,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1257,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1258,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1259,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1260,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1261,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax
taxa_OTU_1262,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1263,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
taxa_OTU_1264,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax
taxa_OTU_1265,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1266,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1267,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1268,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
taxa_OTU_1269,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1270,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
taxa_OTU_1271,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
taxa_OTU_1272,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1273,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1274,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1275,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1276,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
taxa_OTU_1277,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter
taxa_OTU_1278,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1279,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
