OTU,Kingdom,Phylum,Class,Order,Family,Genus
taxa_OTU_684,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_685,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_686,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_687,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_688,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_689,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_690,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_691,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_692,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_693,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium
taxa_OTU_694,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_695,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_696,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_698,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_699,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_700,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_701,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_702,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_703,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_704,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter
taxa_OTU_705,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_706,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_707,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia
taxa_OTU_708,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_709,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_710,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_711,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_712,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_713,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_714,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_715,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_716,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_717,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_718,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_719,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_720,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_721,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_722,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_723,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_724,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum
taxa_OTU_725,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_726,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_727,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_728,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_729,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_730,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_731,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_732,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_733,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_734,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_735,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_736,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_737,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_738,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_739,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_740,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_741,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_742,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_743,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_744,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_745,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_746,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_747,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_748,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_749,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_750,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Enterorhabdus
taxa_OTU_751,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_752,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_753,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_754,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_755,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_756,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_757,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_759,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_760,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
taxa_OTU_761,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_762,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_763,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_764,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_765,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_766,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_767,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_768,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_769,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_770,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_771,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_772,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_773,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_774,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_775,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_776,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_777,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_778,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_779,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_780,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_781,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_782,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_783,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_784,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_785,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_786,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_787,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_788,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_789,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_790,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_791,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_792,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_793,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_794,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_795,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_796,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_797,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_798,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria
taxa_OTU_799,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_800,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_801,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_802,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_803,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_804,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_805,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_806,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_807,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_808,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_809,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_810,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_811,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_812,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_813,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
taxa_OTU_814,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_815,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_816,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_817,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_819,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_820,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_821,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_822,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_823,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_824,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella
taxa_OTU_825,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_826,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_827,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_828,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_829,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_830,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_831,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_832,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_833,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_834,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_835,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_836,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_837,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_838,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_839,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_840,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_841,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_842,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_843,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_844,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_845,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_846,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_847,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_848,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
taxa_OTU_849,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_850,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_851,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_852,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
taxa_OTU_853,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_854,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_855,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_856,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_857,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_858,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_859,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_860,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_861,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_862,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_863,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_864,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_865,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_866,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_867,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_868,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_869,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_870,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_872,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_873,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_874,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_875,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_876,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium
taxa_OTU_877,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_878,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_879,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_880,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_881,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_882,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_883,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_884,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_885,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_886,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_887,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_888,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_889,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_890,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_891,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_892,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_893,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_894,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_895,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_896,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_897,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_898,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_899,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_900,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_901,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_902,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_903,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_904,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_905,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_906,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_907,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_908,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_909,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_910,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_911,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_912,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_913,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_914,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_915,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_916,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_917,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_918,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_919,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_920,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_921,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_922,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_923,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_924,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_925,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_926,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_927,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_928,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_930,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_931,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_932,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_933,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_934,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_935,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_936,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_937,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_938,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_939,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
taxa_OTU_940,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_941,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_942,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_943,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_944,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_945,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_946,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_947,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_948,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_949,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_950,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_951,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_952,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_953,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_954,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_955,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_956,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_957,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Enterorhabdus
taxa_OTU_958,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_959,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_960,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
taxa_OTU_961,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_962,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_963,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_964,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
taxa_OTU_965,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_966,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_967,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_968,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_969,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_970,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_971,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_972,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_973,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_974,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_975,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_976,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_977,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_978,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_979,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_980,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_981,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_982,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_983,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_984,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
